threadsX;threadsY;width;height;ns;timer_seconds
4;4;512;256;1;0.292
4;8;512;256;1;0.203
4;16;512;256;1;0.135
4;32;512;256;1;0.126
8;1;512;256;1;0.506
8;4;512;256;1;0.181
8;8;512;256;1;0.128
8;16;512;256;1;0.125
8;32;512;256;1;0.13
16;1;512;256;1;0.298
16;4;512;256;1;0.15
16;8;512;256;1;0.135
16;16;512;256;1;0.137
16;32;512;256;1;0.135
32;1;512;256;1;0.182
32;4;512;256;1;0.123
32;8;512;256;1;0.129
32;16;512;256;1;0.134
32;32;512;256;1;0.138
1;1;512;256;2;2.315
1;4;512;256;2;0.803
1;8;512;256;2;0.455
1;16;512;256;2;0.279
1;32;512;256;2;0.174
4;1;512;256;2;0.966
4;4;512;256;2;0.314
4;8;512;256;2;0.2
4;16;512;256;2;0.144
4;32;512;256;2;0.137
8;1;512;256;2;0.546
8;4;512;256;2;0.199
8;8;512;256;2;0.147
8;16;512;256;2;0.141
8;32;512;256;2;0.144
16;1;512;256;2;0.317
16;4;512;256;2;0.151
16;8;512;256;2;0.146
16;16;512;256;2;0.153
16;32;512;256;2;0.155
32;1;512;256;2;0.194
32;4;512;256;2;0.138
32;8;512;256;2;0.141
32;16;512;256;2;0.147
32;32;512;256;2;0.151
1;1;512;256;5;3.021
1;4;512;256;5;1.005
1;8;512;256;5;0.597
1;16;512;256;5;0.35
1;32;512;256;5;0.222
4;1;512;256;5;1.23
4;4;512;256;5;0.388
4;8;512;256;5;0.247
4;16;512;256;5;0.19
4;32;512;256;5;0.21
8;1;512;256;5;0.67
8;4;512;256;5;0.258
8;8;512;256;5;0.203
8;16;512;256;5;0.195
8;32;512;256;5;0.194
16;1;512;256;5;0.387
16;4;512;256;5;0.21
16;8;512;256;5;0.197
16;16;512;256;5;0.237
16;32;512;256;5;0.213
32;1;512;256;5;0.243
32;4;512;256;5;0.197
32;8;512;256;5;0.198
32;16;512;256;5;0.193
32;32;512;256;5;0.232
1;1;512;256;10;4.189
1;4;512;256;10;1.385
1;8;512;256;10;0.788
1;16;512;256;10;0.464
1;32;512;256;10;0.309
4;1;512;256;10;1.527
4;4;512;256;10;0.515
4;8;512;256;10;0.337
4;16;512;256;10;0.284
4;32;512;256;10;0.281
8;1;512;256;10;0.855
8;4;512;256;10;0.345
8;8;512;256;10;0.297
8;16;512;256;10;0.325
8;32;512;256;10;0.294
16;1;512;256;10;0.508
16;4;512;256;10;0.306
16;8;512;256;10;0.338
16;16;512;256;10;0.305
16;32;512;256;10;0.295
32;1;512;256;10;0.328
32;4;512;256;10;0.286
32;8;512;256;10;0.354
32;16;512;256;10;0.3
32;32;512;256;10;0.278
1;1;512;512;1;4.603
1;4;512;512;1;1.641
1;8;512;512;1;0.937
1;16;512;512;1;0.539
1;32;512;512;1;0.337
4;1;512;512;1;1.96
4;4;512;512;1;0.635
4;8;512;512;1;0.374
4;16;512;512;1;0.248
4;32;512;512;1;0.246
8;1;512;512;1;1.096
8;4;512;512;1;0.37
8;8;512;512;1;0.252
8;16;512;512;1;0.255
8;32;512;512;1;0.254
16;1;512;512;1;0.631
16;4;512;512;1;0.258
16;8;512;512;1;0.237
16;16;512;512;1;0.291
16;32;512;512;1;0.268
32;1;512;512;1;0.372
32;4;512;512;1;0.25
32;8;512;512;1;0.255
32;16;512;512;1;0.262
32;32;512;512;1;0.277
1;1;512;512;2;5.214
1;4;512;512;2;1.795
1;8;512;512;2;1.026
1;16;512;512;2;0.598
1;32;512;512;2;0.386
4;1;512;512;2;2.153
4;4;512;512;2;0.685
4;8;512;512;2;0.413
4;16;512;512;2;0.293
4;32;512;512;2;0.257
8;1;512;512;2;1.229
8;4;512;512;2;0.411
8;8;512;512;2;0.276
8;16;512;512;2;0.316
8;32;512;512;2;0.287
16;1;512;512;2;0.684
16;4;512;512;2;0.283
16;8;512;512;2;0.269
16;16;512;512;2;0.28
16;32;512;512;2;0.302
32;1;512;512;2;0.397
32;4;512;512;2;0.273
32;8;512;512;2;0.277
32;16;512;512;2;0.284
32;32;512;512;2;0.303
1;1;512;512;5;6.821
1;4;512;512;5;2.335
1;8;512;512;5;1.309
1;16;512;512;5;0.782
1;32;512;512;5;0.495
4;1;512;512;5;2.665
4;4;512;512;5;0.847
4;8;512;512;5;0.526
4;16;512;512;5;0.376
4;32;512;512;5;0.349
8;1;512;512;5;1.497
8;4;512;512;5;0.52
8;8;512;512;5;0.375
8;16;512;512;5;0.351
8;32;512;512;5;0.401
16;1;512;512;5;0.865
16;4;512;512;5;0.378
16;8;512;512;5;0.366
16;16;512;512;5;0.451
16;32;512;512;5;0.382
32;1;512;512;5;0.516
32;4;512;512;5;0.38
32;8;512;512;5;0.368
32;16;512;512;5;0.404
32;32;512;512;5;0.399
1;1;512;512;10;9.512
1;4;512;512;10;3.133
1;8;512;512;10;1.852
1;16;512;512;10;1.095
1;32;512;512;10;0.671
4;1;512;512;10;3.457
4;4;512;512;10;1.139
4;8;512;512;10;0.691
4;16;512;512;10;0.537
4;32;512;512;10;0.509
8;1;512;512;10;2.023
8;4;512;512;10;0.691
8;8;512;512;10;0.528
8;16;512;512;10;0.506
8;32;512;512;10;0.525
16;1;512;512;10;1.215
16;4;512;512;10;0.537
16;8;512;512;10;0.52
16;16;512;512;10;0.574
16;32;512;512;10;0.547
32;1;512;512;10;0.735
32;4;512;512;10;0.561
32;8;512;512;10;0.556
32;16;512;512;10;0.588
32;32;512;512;10;0.533
1;1;512;1024;1;9.685
1;4;512;1024;1;3.464
1;8;512;1024;1;1.97
1;16;512;1024;1;1.103
1;32;512;1024;1;0.693
4;1;512;1024;1;4.106
4;4;512;1024;1;1.288
4;8;512;1024;1;0.775
4;16;512;1024;1;0.505
4;32;512;1024;1;0.492
8;1;512;1024;1;2.319
8;4;512;1024;1;0.79
8;8;512;1024;1;0.503
8;16;512;1024;1;0.485
8;32;512;1024;1;0.54
16;1;512;1024;1;1.323
16;4;512;1024;1;0.511
16;8;512;1024;1;0.594
16;16;512;1024;1;0.522
16;32;512;1024;1;0.529
32;1;512;1024;1;0.769
32;4;512;1024;1;0.471
32;8;512;1024;1;0.509
32;16;512;1024;1;0.518
32;32;512;1024;1;0.568
1;1;512;1024;2;10.845
1;4;512;1024;2;3.821
1;8;512;1024;2;2.188
1;16;512;1024;2;1.254
1;32;512;1024;2;0.745
4;1;512;1024;2;4.519
4;4;512;1024;2;1.409
4;8;512;1024;2;0.842
4;16;512;1024;2;0.575
4;32;512;1024;2;0.579
8;1;512;1024;2;2.498
8;4;512;1024;2;0.845
8;8;512;1024;2;0.569
8;16;512;1024;2;0.525
8;32;512;1024;2;0.605
16;1;512;1024;2;1.422
16;4;512;1024;2;0.595
16;8;512;1024;2;0.565
16;16;512;1024;2;0.585
16;32;512;1024;2;0.628
32;1;512;1024;2;0.84
32;4;512;1024;2;0.539
32;8;512;1024;2;0.577
32;16;512;1024;2;0.604
32;32;512;1024;2;0.608
1;1;512;1024;5;14.325
1;4;512;1024;5;4.969
1;8;512;1024;5;2.829
1;16;512;1024;5;1.632
1;32;512;1024;5;1.024
4;1;512;1024;5;5.635
4;4;512;1024;5;1.82
4;8;512;1024;5;1.086
4;16;512;1024;5;0.774
4;32;512;1024;5;0.745
8;1;512;1024;5;3.172
8;4;512;1024;5;1.081
8;8;512;1024;5;0.769
8;16;512;1024;5;0.763
8;32;512;1024;5;0.766
16;1;512;1024;5;1.825
16;4;512;1024;5;0.772
16;8;512;1024;5;0.747
16;16;512;1024;5;0.821
16;32;512;1024;5;0.785
32;1;512;1024;5;1.118
32;4;512;1024;5;0.765
32;8;512;1024;5;0.763
32;16;512;1024;5;0.816
32;32;512;1024;5;0.841
1;1;512;1024;10;20.181
1;4;512;1024;10;6.719
1;8;512;1024;10;3.907
1;16;512;1024;10;2.313
1;32;512;1024;10;1.504
4;1;512;1024;10;7.542
4;4;512;1024;10;2.526
4;8;512;1024;10;1.533
4;16;512;1024;10;1.099
4;32;512;1024;10;1.081
8;1;512;1024;10;4.314
8;4;512;1024;10;1.474
8;8;512;1024;10;1.112
8;16;512;1024;10;1.072
8;32;512;1024;10;1.11
16;1;512;1024;10;2.52
16;4;512;1024;10;1.126
16;8;512;1024;10;1.082
16;16;512;1024;10;1.135
16;32;512;1024;10;1.153
32;1;512;1024;10;1.575
32;4;512;1024;10;1.072
32;8;512;1024;10;1.118
32;16;512;1024;10;1.155
32;32;512;1024;10;1.241
1;1;1024;32;1;0.475
1;4;1024;32;1;0.164
1;8;1024;32;1;0.096
1;16;1024;32;1;0.066
1;32;1024;32;1;0.046
4;1;1024;32;1;0.209
4;4;1024;32;1;0.08
4;8;1024;32;1;0.054
4;16;1024;32;1;0.042
4;32;1024;32;1;0.04
8;1;1024;32;1;0.125
8;4;1024;32;1;0.062
8;8;1024;32;1;0.05
8;16;1024;32;1;0.046
8;32;1024;32;1;0.048
16;1;1024;32;1;0.097
16;4;1024;32;1;0.049
16;8;1024;32;1;0.048
16;16;1024;32;1;0.049
16;32;1024;32;1;0.048
32;1;1024;32;1;0.066
32;4;1024;32;1;0.047
32;8;1024;32;1;0.049
32;16;1024;32;1;0.049
32;32;1024;32;1;0.051
1;1;1024;32;2;0.541
1;4;1024;32;2;0.166
1;8;1024;32;2;0.107
1;16;1024;32;2;0.068
1;32;1024;32;2;0.05
4;1;1024;32;2;0.215
4;4;1024;32;2;0.082
4;8;1024;32;2;0.058
4;16;1024;32;2;0.05
4;32;1024;32;2;0.043
8;1;1024;32;2;0.13
8;4;1024;32;2;0.058
8;8;1024;32;2;0.045
8;16;1024;32;2;0.043
8;32;1024;32;2;0.046
16;1;1024;32;2;0.083
16;4;1024;32;2;0.05
16;8;1024;32;2;0.051
16;16;1024;32;2;0.054
16;32;1024;32;2;0.053
32;1;1024;32;2;0.069
32;4;1024;32;2;0.05
32;8;1024;32;2;0.053
32;16;1024;32;2;0.054
32;32;1024;32;2;0.053
1;1;1024;32;5;0.622
1;4;1024;32;5;0.197
1;8;1024;32;5;0.119
1;16;1024;32;5;0.081
1;32;1024;32;5;0.062
4;1;1024;32;5;0.244
4;4;1024;32;5;0.106
4;8;1024;32;5;0.075
4;16;1024;32;5;0.059
4;32;1024;32;5;0.056
8;1;1024;32;5;0.148
8;4;1024;32;5;0.073
8;8;1024;32;5;0.061
8;16;1024;32;5;0.058
8;32;1024;32;5;0.06
16;1;1024;32;5;0.1
16;4;1024;32;5;0.064
16;8;1024;32;5;0.061
16;16;1024;32;5;0.063
16;32;1024;32;5;0.064
32;1;1024;32;5;0.073
32;4;1024;32;5;0.068
32;8;1024;32;5;0.071
32;16;1024;32;5;0.072
32;32;1024;32;5;0.073
1;1;1024;32;10;0.818
1;4;1024;32;10;0.254
1;8;1024;32;10;0.151
1;16;1024;32;10;0.101
1;32;1024;32;10;0.075
4;1;1024;32;10;0.291
4;4;1024;32;10;0.128
4;8;1024;32;10;0.097
4;16;1024;32;10;0.083
4;32;1024;32;10;0.081
8;1;1024;32;10;0.205
8;4;1024;32;10;0.103
8;8;1024;32;10;0.087
8;16;1024;32;10;0.085
8;32;1024;32;10;0.087
16;1;1024;32;10;0.131
16;4;1024;32;10;0.089
16;8;1024;32;10;0.094
16;16;1024;32;10;0.092
16;32;1024;32;10;0.093
32;1;1024;32;10;0.105
32;4;1024;32;10;0.088
32;8;1024;32;10;0.088
32;16;1024;32;10;0.098
32;32;1024;32;10;0.098
1;1;1024;64;1;1.023
1;4;1024;64;1;0.334
1;8;1024;64;1;0.192
1;16;1024;64;1;0.132
1;32;1024;64;1;0.085
4;1;1024;64;1;0.435
4;4;1024;64;1;0.182
4;8;1024;64;1;0.102
4;16;1024;64;1;0.075
4;32;1024;64;1;0.071
8;1;1024;64;1;0.251
8;4;1024;64;1;0.102
8;8;1024;64;1;0.077
8;16;1024;64;1;0.073
8;32;1024;64;1;0.076
16;1;1024;64;1;0.152
16;4;1024;64;1;0.076
16;8;1024;64;1;0.073
16;16;1024;64;1;0.076
16;32;1024;64;1;0.077
32;1;1024;64;1;0.099
32;4;1024;64;1;0.085
32;8;1024;64;1;0.088
32;16;1024;64;1;0.091
32;32;1024;64;1;0.093
1;1;1024;64;2;1.122
1;4;1024;64;2;0.358
1;8;1024;64;2;0.218
1;16;1024;64;2;0.136
1;32;1024;64;2;0.091
4;1;1024;64;2;0.46
4;4;1024;64;2;0.166
4;8;1024;64;2;0.108
4;16;1024;64;2;0.083
4;32;1024;64;2;0.078
8;1;1024;64;2;0.263
8;4;1024;64;2;0.112
8;8;1024;64;2;0.083
8;16;1024;64;2;0.084
8;32;1024;64;2;0.085
16;1;1024;64;2;0.162
16;4;1024;64;2;0.083
16;8;1024;64;2;0.083
16;16;1024;64;2;0.084
16;32;1024;64;2;0.087
32;1;1024;64;2;0.125
32;4;1024;64;2;0.092
32;8;1024;64;2;0.098
32;16;1024;64;2;0.099
32;32;1024;64;2;0.099
1;1;1024;64;5;1.386
1;4;1024;64;5;0.436
1;8;1024;64;5;0.261
1;16;1024;64;5;0.155
1;32;1024;64;5;0.124
4;1;1024;64;5;0.535
4;4;1024;64;5;0.2
4;8;1024;64;5;0.131
4;16;1024;64;5;0.106
4;32;1024;64;5;0.102
8;1;1024;64;5;0.3
8;4;1024;64;5;0.154
8;8;1024;64;5;0.115
8;16;1024;64;5;0.108
8;32;1024;64;5;0.109
16;1;1024;64;5;0.191
16;4;1024;64;5;0.111
16;8;1024;64;5;0.107
16;16;1024;64;5;0.13
16;32;1024;64;5;0.117
32;1;1024;64;5;0.133
32;4;1024;64;5;0.102
32;8;1024;64;5;0.107
32;16;1024;64;5;0.109
32;32;1024;64;5;0.109
1;1;1024;64;10;1.854
1;4;1024;64;10;0.563
1;8;1024;64;10;0.33
1;16;1024;64;10;0.208
1;32;1024;64;10;0.141
4;1;1024;64;10;0.671
4;4;1024;64;10;0.248
4;8;1024;64;10;0.175
4;16;1024;64;10;0.154
4;32;1024;64;10;0.144
8;1;1024;64;10;0.374
8;4;1024;64;10;0.186
8;8;1024;64;10;0.16
8;16;1024;64;10;0.157
8;32;1024;64;10;0.157
16;1;1024;64;10;0.244
16;4;1024;64;10;0.177
16;8;1024;64;10;0.159
16;16;1024;64;10;0.158
16;32;1024;64;10;0.157
32;1;1024;64;10;0.178
32;4;1024;64;10;0.151
32;8;1024;64;10;0.155
32;16;1024;64;10;0.158
32;32;1024;64;10;0.155
1;1;1024;256;1;4.659
1;4;1024;256;1;1.576
1;8;1024;256;1;0.857
1;16;1024;256;1;0.518
1;32;1024;256;1;0.308
4;1;1024;256;1;1.963
4;4;1024;256;1;0.605
4;8;1024;256;1;0.373
4;16;1024;256;1;0.248
4;32;1024;256;1;0.229
8;1;1024;256;1;1.123
8;4;1024;256;1;0.355
8;8;1024;256;1;0.242
8;16;1024;256;1;0.257
8;32;1024;256;1;0.252
16;1;1024;256;1;0.612
16;4;1024;256;1;0.258
16;8;1024;256;1;0.245
16;16;1024;256;1;0.25
16;32;1024;256;1;0.256
32;1;1024;256;1;0.35
32;4;1024;256;1;0.237
32;8;1024;256;1;0.257
32;16;1024;256;1;0.264
32;32;1024;256;1;0.269
1;1;1024;256;2;5.071
1;4;1024;256;2;1.66
1;8;1024;256;2;0.918
1;16;1024;256;2;0.546
1;32;1024;256;2;0.34
4;1;1024;256;2;2.069
4;4;1024;256;2;0.653
4;8;1024;256;2;0.376
4;16;1024;256;2;0.27
4;32;1024;256;2;0.259
8;1;1024;256;2;1.163
8;4;1024;256;2;0.382
8;8;1024;256;2;0.276
8;16;1024;256;2;0.26
8;32;1024;256;2;0.326
16;1;1024;256;2;0.658
16;4;1024;256;2;0.281
16;8;1024;256;2;0.259
16;16;1024;256;2;0.28
16;32;1024;256;2;0.306
32;1;1024;256;2;0.389
32;4;1024;256;2;0.258
32;8;1024;256;2;0.276
32;16;1024;256;2;0.287
32;32;1024;256;2;0.294
1;1;1024;256;5;6.318
1;4;1024;256;5;2.047
1;8;1024;256;5;1.148
1;16;1024;256;5;0.653
1;32;1024;256;5;0.407
4;1;1024;256;5;2.457
4;4;1024;256;5;0.756
4;8;1024;256;5;0.459
4;16;1024;256;5;0.332
4;32;1024;256;5;0.318
8;1;1024;256;5;1.358
8;4;1024;256;5;0.456
8;8;1024;256;5;0.361
8;16;1024;256;5;0.336
8;32;1024;256;5;0.387
16;1;1024;256;5;0.77
16;4;1024;256;5;0.362
16;8;1024;256;5;0.34
16;16;1024;256;5;0.35
16;32;1024;256;5;0.417
32;1;1024;256;5;0.456
32;4;1024;256;5;0.335
32;8;1024;256;5;0.341
32;16;1024;256;5;0.358
32;32;1024;256;5;0.356
1;1;1024;256;10;8.401
1;4;1024;256;10;2.697
1;8;1024;256;10;1.483
1;16;1024;256;10;0.866
1;32;1024;256;10;0.54
4;1;1024;256;10;3.111
4;4;1024;256;10;0.979
4;8;1024;256;10;0.566
4;16;1024;256;10;0.44
4;32;1024;256;10;0.433
8;1;1024;256;10;1.733
8;4;1024;256;10;0.577
8;8;1024;256;10;0.483
8;16;1024;256;10;0.45
8;32;1024;256;10;0.459
16;1;1024;256;10;1.011
16;4;1024;256;10;0.47
16;8;1024;256;10;0.464
16;16;1024;256;10;0.499
16;32;1024;256;10;0.477
32;1;1024;256;10;0.57
32;4;1024;256;10;0.437
32;8;1024;256;10;0.45
32;16;1024;256;10;0.472
32;32;1024;256;10;0.471
1;1;1024;512;1;9.51
1;4;1024;512;1;3.331
1;8;1024;512;1;1.808
1;16;1024;512;1;1.078
1;32;1024;512;1;0.639
4;1;1024;512;1;4.079
4;4;1024;512;1;1.245
4;8;1024;512;1;0.736
4;16;1024;512;1;0.475
4;32;1024;512;1;0.55
8;1;1024;512;1;2.24
8;4;1024;512;1;0.733
8;8;1024;512;1;0.475
8;16;1024;512;1;0.499
8;32;1024;512;1;0.494
16;1;1024;512;1;1.289
16;4;1024;512;1;0.488
16;8;1024;512;1;0.498
16;16;1024;512;1;0.497
16;32;1024;512;1;0.513
32;1;1024;512;1;0.745
32;4;1024;512;1;0.485
32;8;1024;512;1;0.561
32;16;1024;512;1;0.508
32;32;1024;512;1;0.526
1;1;1024;512;2;10.49
1;4;1024;512;2;3.528
1;8;1024;512;2;1.964
1;16;1024;512;2;1.141
1;32;1024;512;2;0.695
4;1;1024;512;2;4.343
4;4;1024;512;2;1.339
4;8;1024;512;2;0.776
4;16;1024;512;2;0.525
4;32;1024;512;2;0.493
8;1;1024;512;2;2.425
8;4;1024;512;2;0.799
8;8;1024;512;2;0.527
8;16;1024;512;2;0.505
8;32;1024;512;2;0.569
16;1;1024;512;2;1.349
16;4;1024;512;2;0.546
16;8;1024;512;2;0.509
16;16;1024;512;2;0.539
16;32;1024;512;2;0.603
32;1;1024;512;2;0.796
32;4;1024;512;2;0.558
32;8;1024;512;2;0.555
32;16;1024;512;2;0.554
32;32;1024;512;2;0.588
1;1;1024;512;5;13.394
1;4;1024;512;5;4.418
1;8;1024;512;5;2.451
1;16;1024;512;5;1.44
1;32;1024;512;5;0.882
4;1;1024;512;5;5.266
4;4;1024;512;5;1.631
4;8;1024;512;5;0.946
4;16;1024;512;5;0.662
4;32;1024;512;5;0.656
8;1;1024;512;5;2.93
8;4;1024;512;5;0.954
8;8;1024;512;5;0.66
8;16;1024;512;5;0.658
8;32;1024;512;5;0.676
16;1;1024;512;5;1.66
16;4;1024;512;5;0.661
16;8;1024;512;5;0.675
16;16;1024;512;5;0.665
16;32;1024;512;5;0.728
32;1;1024;512;5;0.962
32;4;1024;512;5;0.635
32;8;1024;512;5;0.757
32;16;1024;512;5;0.68
32;32;1024;512;5;0.7
1;1;1024;512;10;17.977
1;4;1024;512;10;5.77
1;8;1024;512;10;3.287
1;16;1024;512;10;1.952
1;32;1024;512;10;1.15
4;1;1024;512;10;6.594
4;4;1024;512;10;2.085
4;8;1024;512;10;1.282
4;16;1024;512;10;0.903
4;32;1024;512;10;0.887
8;1;1024;512;10;3.683
8;4;1024;512;10;1.238
8;8;1024;512;10;0.907
8;16;1024;512;10;0.854
8;32;1024;512;10;0.928
16;1;1024;512;10;2.17
16;4;1024;512;10;0.867
16;8;1024;512;10;0.899
16;16;1024;512;10;0.89
16;32;1024;512;10;0.965
32;1;1024;512;10;1.27
32;4;1024;512;10;0.869
32;8;1024;512;10;0.908
32;16;1024;512;10;0.98
32;32;1024;512;10;0.94
1;1;1024;1024;1;20.857
1;4;1024;1024;1;7.185
1;8;1024;1024;1;3.972
1;16;1024;1024;1;2.321
1;32;1024;1024;1;1.376
4;1;1024;1024;1;8.861
4;4;1024;1024;1;2.659
4;8;1024;1024;1;1.539
4;16;1024;1024;1;1.026
4;32;1024;1024;1;0.981
8;1;1024;1024;1;4.919
8;4;1024;1024;1;1.577
8;8;1024;1024;1;1.015
8;16;1024;1024;1;0.994
8;32;1024;1024;1;1.058
16;1;1024;1024;1;2.76
16;4;1024;1024;1;1.024
16;8;1024;1024;1;0.987
16;16;1024;1024;1;1.057
16;32;1024;1024;1;1.087
32;1;1024;1024;1;1.595
32;4;1024;1024;1;0.979
32;8;1024;1024;1;1.047
32;16;1024;1024;1;1.089
32;32;1024;1024;1;1.112
1;1;1024;1024;2;22.599
1;4;1024;1024;2;7.936
1;8;1024;1024;2;4.35
1;16;1024;1024;2;2.539
1;32;1024;1024;2;1.517
4;1;1024;1024;2;9.514
4;4;1024;1024;2;2.926
4;8;1024;1024;2;1.677
4;16;1024;1024;2;1.129
4;32;1024;1024;2;1.083
8;1;1024;1024;2;5.284
8;4;1024;1024;2;1.712
8;8;1024;1024;2;1.098
8;16;1024;1024;2;1.098
8;32;1024;1024;2;1.169
16;1;1024;1024;2;3.018
16;4;1024;1024;2;1.129
16;8;1024;1024;2;1.074
16;16;1024;1024;2;1.129
16;32;1024;1024;2;1.204
32;1;1024;1024;2;1.736
32;4;1024;1024;2;1.085
32;8;1024;1024;2;1.172
32;16;1024;1024;2;1.203
32;32;1024;1024;2;1.24
1;1;1024;1024;5;29.201
1;4;1024;1024;5;9.84
1;8;1024;1024;5;5.524
1;16;1024;1024;5;3.275
1;32;1024;1024;5;1.955
4;1;1024;1024;5;11.563
4;4;1024;1024;5;3.642
4;8;1024;1024;5;2.122
4;16;1024;1024;5;1.509
4;32;1024;1024;5;1.442
8;1;1024;1024;5;6.447
8;4;1024;1024;5;2.126
8;8;1024;1024;5;1.47
8;16;1024;1024;5;1.446
8;32;1024;1024;5;1.517
16;1;1024;1024;5;3.768
16;4;1024;1024;5;1.486
16;8;1024;1024;5;1.43
16;16;1024;1024;5;1.504
16;32;1024;1024;5;1.545
32;1;1024;1024;5;2.194
32;4;1024;1024;5;1.451
32;8;1024;1024;5;1.502
32;16;1024;1024;5;1.557
32;32;1024;1024;5;1.591
1;1;1024;1024;10;40.284
1;4;1024;1024;10;13.453
1;8;1024;1024;10;7.446
1;16;1024;1024;10;4.471
1;32;1024;1024;10;2.766
4;1;1024;1024;10;15.024
4;4;1024;1024;10;4.807
4;8;1024;1024;10;2.85
4;16;1024;1024;10;2.037
4;32;1024;1024;10;1.994
8;1;1024;1024;10;8.344
8;4;1024;1024;10;2.917
8;8;1024;1024;10;2.069
8;16;1024;1024;10;1.998
8;32;1024;1024;10;2.12
16;1;1024;1024;10;4.919
16;4;1024;1024;10;2.072
16;8;1024;1024;10;1.961
16;16;1024;1024;10;2.122
16;32;1024;1024;10;2.096
32;1;1024;1024;10;2.931
32;4;1024;1024;10;2.025
32;8;1024;1024;10;2.113
32;16;1024;1024;10;2.159
32;32;1024;1024;10;2.239
